oid,traffic_sign_id,traffic_sign_code,traffic_sign_text,status,traffic_sign_source,traffic_sign_sector,status_date,last_update,date_import
#165,3102865,439,"בתוקף 35 מ' מותרת פריקה וטעינה רציפה  לכלי רכב המוגדרים ברשיונם  ""משא"",""מסחרי""ו""אחוד"" בלבד  ימים א'-ו' מ-07:00 עד-15:00  ביתר הימים והשעות החניה אסורה  רכב אחר יגרר",קיים,ועדות,פריקה וטעינה,05/12/2019,05/12/2019,22/12/2022 0:51
#166,3103425,439,"בתוקף 10 מ'  פריקה וטעינה רציפה מותרת  לכלי רכב  המוגדרים ברישיונם  ""משא"" ""מסחרי"" ו""אחוד""  בימי א' עד ה'  מ-09:00 עד 15:00  בימי ו' וערבי חג  מ-09:00 עד 13:00  ביתר הימים והשעות  החניה מותרת לרכב  הנושא תג נכה בלבד",קיים,ועדות,פריקה וטעינה,06/01/2020,06/01/2020,22/12/2022 0:51
#167,3103827,439,"בתוקף 12 מ'  פריקה וטעינה רציפה מותרת  לכלי רכב המוגדרים ברשיונם  ""משא"", ""מסחרי"", ו""אחוד"" בלבד  בימים א' -ו'  מ-06:30 עד 10:00     רכב חונה בנגוד לחוק יגרר",קיים,ועדות,פריקה וטעינה,04/02/2020,04/02/2020,22/12/2022 0:51
#168,3103837,439,"בתוקף 12 מ'  פריקה וטעינה רציפה מותרת  לכלי רכב המוגדרים ברשיונם  ""משא"", ""מסחרי"", ו""אחוד"" בלבד  בימים א' -ו'  מ-06:30 עד 10:30     רכב חונה בנגוד לחוק יגרר",קיים,ועדות,פריקה וטעינה,04/02/2020,04/02/2020,22/12/2022 0:51
#169,3103895,439,"מותרת פריקה וטעינה רציפה  לכלי רכב המוגדרים ברשיונם  ""משא"",""מסחרי""ו""אחוד"" בלבד  ימים א'-ו' מ-08:00 עד-14:00  רכב חונה בניגוד לחוק יגרר  ביתר הימים והשעות מותרת החניה לכל סוגי הרכב",קיים,ועדות,פריקה וטעינה,13/02/2020,13/02/2020,22/12/2022 0:51
#170,3104008,439,"בתוקף 12 מטר  מותרת פריקה וטעינה רציפה  לכלי רכב המוגדרים ברשיונם  ""משא"", ""מסחרי"", ו""אחוד"" בלבד רכב חונה בניגוד לחוק יגרר <----------",קיים,ועדות,פריקה וטעינה,13/02/2020,13/02/2020,22/12/2022 0:51
#171,3104372,439,"פריקה וטעינה רציפה מותרת  לכלי רכב המוגדרים ברשיונם  ""משא"", ""מסחרי"", ו""אחוד"" בלבד  בימי א' - ו' וערבי חג  מ-06:00 עד 08:00   רכב החונה בנגוד לחוק יגרר",קיים,ועדות,פריקה וטעינה,13/05/2020,13/05/2020,22/12/2022 0:51
#172,3105499,439,"בתוקף 24  מ'  פריקה וטעינה רציפה מותרת  לכלי רכב המוגדרים ברשיונם  ""משא"", ""מסחרי"", ו""אחוד"" בלבד  בימים א' - ה' מ 08:00 עד 15:00   ביתר הימים והשעות החניה   מותרת לכל סוגי כלי הרכב  רכב אחר יגרר",קיים,ועדות,פריקה וטעינה,29/07/2020,29/07/2020,22/12/2022 0:51
#173,3107779,439,"מותרת פריקה ועינה רציפה לכלי רכב המוגדרים ברישיונם ""משא"" ""מסחרי"" ו ""אחוד"" בלבד בימים א' - ה' מ 08:00 עד 15:00 ו' וערבי חג מ 08:00 עד 13:00 רכב חונה בניגוד לחוק יגרר מותרת חניה בימים א'- ה' מ 19:00 עד 08:00 ו' וערבי חג מ 16:00 עד 08:00",קיים,ועדות,פריקה וטעינה,12/10/2020,12/10/2020,22/12/2022 0:51
#174,3108509,439,"2 מקומות חניה   פריקה וטעינה רציפה מותרת  לכלי רכב המוגדרים ברשיונם  ""משא"", ""מסחרי"", ו""אחוד"" בלבד  בימים א' - ה' מ 07:00 עד 14:00 ן' וערבי חג מ 07:00 עד 13:00   רכב חונה בניגוד לחוק יגרר     ביתר הימים והשעות החניה מותרת לכל סוגי הרכב         <------",קיים,ועדות,פריקה וטעינה,26/10/2020,26/10/2020,22/12/2022 0:51
#175,3109215,439,"מותרת כניסה וחניה  לפריקה וטעינה רציפה  לכלי רכב המוגדרים ברשיונם  ""משא""  ""מסחרי"" ו""אחוד""  בימים א' - ה'  מ 06:00 עד 10:00",קיים,ועדות,פריקה וטעינה,04/11/2020,09/11/2020,22/12/2022 0:51
#176,3109560,439,"בתוקף 15 מ'  פריקה וטעינה רציפה מותרת  לכלי רכב המוגדרים ברשיונם  ""משא"", ""מסחרי"", ו""אחוד"" בלבד  בימים א' - ה' מ 09:00 עד 15:00  בימי ו' וערבי חג מ 9:00 עד 12:00    ביתר הימים והשעות החניה  מותרת לכל סוגי כלי הרכב            .............  רכב אחר יגרר",קיים,ועדות,פריקה וטעינה,12/11/2020,12/11/2020,22/12/2022 0:51
#177,3109644,439,"בתוקף 6 מ' מותרת פריקה וטעינה רציפה לכלי רכב המוגדרים ברשיונם 'משא"", ""מסחרי"" ו ""אחוד"" בלבד בימי א-ה מ-09:00 עד 15:00 בימי ו' וערבי חג מ-09:00 עד 13:00  ביתר הימים והשעות מותרת החניה לרכב הנושא תג נכה בלבד",קיים,ועדות,פריקה וטעינה,17/11/2020,17/11/2020,22/12/2022 0:51
#178,3109645,439,"בתוקף 6 מ' מותרת פריקה וטעינה רציפה לכלי רכב המוגדרים ברשיונם 'משא"", ""מסחרי"" ו ""אחוד"" בלבד בימי א-ה מ-09:00 עד 15:00 ביתר הימים והשעות מותרת החניה לרכב הנושא תג נכה בלבד",קיים,ועדות,פריקה וטעינה,22/12/2020,22/12/2020,22/12/2022 0:51
#179,3109661,439,"בתוקף 6 מ' פריקה וטעינה רציפה מותרת  לכלי רכב  המוגדרים ברישיונם ""משא"" ""מסחרי"" ו""אחוד"" בימי א' עד ה' מ09:00 עד 15:00   ביתר הימים והשעות החניה מותאת לרכב הנושא תג נכה בלבד",קיים,ועדות,פריקה וטעינה,18/11/2020,18/11/2020,22/12/2022 0:51
#180,3109919,439,"בתוקף 6 מטר  מותרת פריקה וטעינה  רציפה לכלי רכב  המוגדרים ברשיונם ""משא"", ""מסחרי"",  ו""אחוד"" בלבד בימי א'-ה' מ-09:00 עד 15:00 ו' וערבי חג מ-09:00 עד 13:00 רכב החונה בניגוד  לחוק יגרר ביתר הימים והשעות מותרת החניה  לרכב הנושא תג נכה בלבד",קיים,ועדות,פריקה וטעינה,24/11/2020,24/11/2020,22/12/2022 0:51
#181,3109921,439,"בתוקף 6 מ'  פריקה וטעינה רציפה מותרת  לכלי רכב המוגדרים ברשיונם  ""משא"", ""מסחרי"", ו""אחוד"" בלבד  בימים א' - ה' מ 09:00 עד 15:00   ביתר הימים והשעות החניה החניה מותרת לרכב הנושא תג נכה בלבד",קיים,ועדות,פריקה וטעינה,24/11/2020,24/11/2020,22/12/2022 0:51
#182,3110026,439,"בתוקף 6 מ'  פריקה וטעינה רציפה מותרת  לכלי רכב המוגדרים ברשיונם  ""משא"", ""מסחרי"", ו""אחוד"" בלבד  בימים א' - ה' מ 09:00 עד 15:00 בימי ו' וערבי חג מ 09:00 עד 13:00   ביתר הימים והשעות החניה מותרת לרכב הנושא תג נכה בלבד",קיים,ועדות,חנית נכה בפריקה וטעינה,02/12/2021,02/12/2021,22/12/2022 0:51
#183,3110027,439,"בתוקף 6 מ'  פריקה וטעינה רציפה מותרת  לכלי רכב המוגדרים ברשיונם  ""משא"", ""מסחרי"", ו""אחוד"" בלבד  בימים א' - ה' מ 09:00 עד 15:00    ביתר הימים והשעות החניה מותרת לרכב הנושא תג נכה בלבד",קיים,ועדות,פריקה וטעינה,26/11/2020,26/11/2020,22/12/2022 0:51
#184,3110042,439,"בתוקף 6 מ'  פריקה וטעינה רציפה מותרת  לכלי רכב  המוגדרים ברשיונם  ""משא"", ""מסחרי"", ו""אחוד"" בלבד  בימים א' - ה'  מ 09:00 עד 15:00    ביתר הימים והשעות החניה מותרת לרכב  הנושא תג נכה בלבד",קיים,ועדות,חנית נכה בפריקה וטעינה,02/12/2021,02/12/2021,22/12/2022 0:51
#185,3110049,439,"בתוקף 6 מ'  פריקה וטעינה רציפה מותרת  לכלי רכב  המוגדרים ברשיונם  ""משא"", ""מסחרי"", ו""אחוד"" בלבד  בימים א' - ה'  מ 09:00 עד 15:00    ביתר הימים והשעות החניה מותרת לרכב  הנושא תג נכה בלבד",קיים,ועדות,חנית נכה בפריקה וטעינה,02/12/2021,02/12/2021,22/12/2022 0:51
#186,3110825,439,"בתוקף 6 מ'  פריקה וטעינה רציפה מותרת לכלי רכב המוגדרים ברישיונם ""משא"" ""מסחרי"" ו""אחוד"" בלבד בימים א' -ה' מ- 09:00 עד 15:00 ו' וערבי חג מ- 09:00 עד 13:00  ביתר הימים והשעות החניה  מותרת לרכב הנושא תג נכה בלבד",קיים,ועדות,פריקה וטעינה,22/12/2020,22/12/2020,22/12/2022 0:51
#187,3110831,439,"בתוקף 6 מ'  פריקה וטעינה רציפה מותרת  לכלי רכב המוגדרים ברשיונם  ""משא"", ""מסחרי"", ו""אחוד"" בלבד  בימים א' - ה'  מ 09:00 עד 15:00  בימי ו' וערבי חג  מ 09:00 עד 13:00    ביתר הימים והשעות  החניה מותרת לרכב  הנושא תג נכה בלבד",קיים,ועדות,חנית נכה בפריקה וטעינה,02/12/2021,02/12/2021,22/12/2022 0:51
#188,3110844,439,"בתוקף 6  מ'  פריקה וטעינה רציפה מותרת  לכלי רכב  המוגדרים ברשיונם  ""משא"", ""מסחרי"", ו""אחוד"" בלבד  בימים א' - ה'  מ 09:00 עד 15:00 בימי ו' וערבי חג 09:00 עד 13:00   ביתר הימים והשעות החניה החניה מותרת לרכב  הנושא תג נכה בלבד",קיים,ועדות,חנית נכה בפריקה וטעינה,02/12/2021,02/12/2021,22/12/2022 0:51
#189,3111809,439,"בתוקף 6 מ' פריקה וטעינה רציפה מותרת לכלי רכב המוגדרים  ברשיונם ""משא"" ""מסחרי"" ו""אחוד"" בימי א' עד ה' מ-09:00 עד 15:00 בימי ו' וערבי חג  מ 09:00 עד 13:00  ביתר הימים והשעות החניה מותרת לרכב הנושא  תג נכה בלבד",קיים,ועדות,חנית נכה בפריקה וטעינה,02/12/2021,02/12/2021,22/12/2022 0:51
#190,3111870,439,פרט לפריקה וטעינה,קיים,ועדות,פריקה וטעינה,17/01/2021,17/01/2021,22/12/2022 0:51
#191,3112629,439,9 מטר בתוקף בימים א' עד ה' משעה 07:00 עד 17:00 פריקה וטעינה מותרת,קיים,ועדות,פריקה וטעינה,27/01/2021,27/01/2021,22/12/2022 0:51
#192,3113125,439,"בתוקף 6 מ'  פריקה וטעינה רציפה מותרת  לכלי רכב המוגדרים ברשיונם  ""משא"", ""מסחרי"", ו""אחוד"" בלבד  בימים א' - ה' מ 09:00 עד 15:00 ביום ו' 09:00 עד 12:00   ביתר הימים והשעות החניה    מותרת לכל סוגי הרכב  רכב אחר יגרר",קיים,ועדות,פריקה וטעינה,10/02/2021,10/02/2021,22/12/2022 0:51
#193,3115737,439,מותרת פריקה וטעינה  א'-ה' 09:00עד 16:00 בשאר הימים והשעות חניה מותרת,קיים,אין מידע,פריקה וטעינה,23/05/2021,23/05/2021,22/12/2022 0:51
#194,3115754,439,"בתוקף 12 מ'  מותרת פריקה וטעינה רציפה    לכלי רכב המוגדרים ברשיונם  ""משא"", ""מסחרי"", ו""אחוד"" בלבד  בימים א' - ו' מ 08:00 עד 15:00    ביתר הימים והשעות החניה           רכב החונה בנגוד לחוק יגרר   ביתר הימים והשעות החניה  מותרת לכל סוגי הרכב",קיים,ועדות,פריקה וטעינה,23/05/2021,23/05/2021,22/12/2022 0:51
#195,3116044,439,פריקה וטעינה  מוטרת  משעה 7:00 עד 18:00,קיים,ועדות,פריקה וטעינה,31/05/2021,31/05/2021,22/12/2022 0:51
#196,3116435,439,"בתוקף 18 מ' פריקה וטעינה רציפה מותרת   לכלי רכב המוגדרים ברשיונם  ""משא"",""מסחרי""ו""אחוד"" בלבד  ימים א'-ה' מ-08:00 עד-13:00  יום ו' וערבי חג     מ-08:00 עד-11:00  ביתר הימים והשעות החניה מותרת לכל סוגי הרכב רכב חונה בניגוד לחוק יגרר",קיים,ועדות,פריקה וטעינה,10/06/2021,10/06/2021,22/12/2022 0:51
#197,3116913,439,"12 מ' מותרת פריקה וטעינה רציפה  לכלי רכב המוגדרים ברשיונם  ""משא"",""מסחרי""ו""אחוד"" בלבד  ימים א'-ה' מ-08:30 עד-15:00  יום ו'      מ-08:30 עד-12:00 ביתר השעות והימים החניה מותרת לכל סוגי כלי הרכב רכב אחר יגרר",קיים,ועדות,פריקה וטעינה,29/06/2021,29/06/2021,22/12/2022 0:51
#198,3117369,439,12 מטר  בתוקף א' - ה'  משעה 07:00 עד 17:00  ביום ו' וערבי חג  משעה 07:00 עד 12:00  ----------------------------------- פריקה וטעינה מותרת,קיים,ועדות,פריקה וטעינה,12/07/2021,28/07/2021,22/12/2022 0:51
#199,3118582,439,"בתוקף 2 מקומות חניה  פריקה וטעינה רציפה מותרת  לכלי רכב המוגדרים ברשיונם  ""משא"", ""מסחרי"", ו""אחוד"" בלבד  בימי א' - ו' מ 07:30 עד 09:30 ------------------------------------------------ רכב חונה בניגוד לחוק יגרר ----------------------------------------------- ביתר הימים והשעות  החניה מותרת לכל סוגי הרכב",קיים,ועדות,פריקה וטעינה,11/08/2021,20/10/2021,22/12/2022 0:51
#200,3118950,439,"פריקה וטעינה רציפה מותרת  לכלי רכב המוגדרים ברשיונם  ""משא"", ""מסחרי"", ו""אחוד"" בלבד  בימים א' - ה' מ 09:00 עד 15:00  ו' וערב חג מ 09:00 עד 14:00     ביתר הימים והשעות החניה     מותרת לכל סוגי כלי הרכב   רכב אחר יגרר",קיים,ועדות,פריקה וטעינה,30/08/2021,30/08/2021,22/12/2022 0:51
#201,3119018,439,"בתוקף 12 מ'  פריקה וטעינה רציפה מותרת  לכלי רכב המוגדרים ברשיונם  ""משא"", ""מסחרי"", ו""אחוד"" בלבד  בימים א' עד ה'  מ 07:00 עד 17:00  בימי ו' וערבי חג  מ 07:00 עד 13:00    ביתר הימים והשעות:   החנית במקום החניה הראשון  הצמוד לתמרור זה  מיועד לרכב הנושא          תג נכה בלבד",קיים,ועדות,חנית נכה בפריקה וטעינה,01/09/2021,01/09/2021,22/12/2022 0:51
#202,3119153,439,"פרט לפריקה וטעינה רציפה 12 מטר לכלי רכב המוגדרים ברישיונם ""משא"", ""מסחרי"" ו""אחוד"" בלבד בימים א' עד ו' משעה 05:00 עד שעה 11:00 ביתר השעות והימים מותרת החניה לכל סוגי הרכב",קיים,ועדות,פריקה וטעינה,09/09/2021,09/09/2021,22/12/2022 0:51
#203,3119283,439,"בתוקף 12 מטר  פריקה וטעינה רציפה מותרת    לכלי רכב המוגדרים ברישיונים ""משא"", ""מסחרי"" ו""אחוד"" בלבד  בימי א' עד ו' מ-07:30 עד 09:30 ומ-13:00 עד 15:30  ביתר הימים והשעות:  החניה במקום החניה הראשון  הצמוד לתמרור זה  מיועד לרכב הנושא  תג נכה בלבד",קיים,ועדות,חנית נכה בפריקה וטעינה,13/09/2021,13/09/2021,22/12/2022 0:51
#204,3119594,439,"בתוקף 12 מ'  פריקה וטעינה רציפה מותרת  לכלי רכב המוגדרים ברשיונם  ""משא"", ""מסחרי"", ו""אחוד"" בלבד  בימים א' - ה'  מ 07:00 עד 17:00    ביתר הימים והשעות: ה  החניה במקום החניה הראשון  הצמוד לתמרור זה  מיועד לרכב הנושא  תג נכה בלבד",קיים,ועדות,חנית נכה בפריקה וטעינה,07/10/2021,07/10/2021,22/12/2022 0:51
#205,3119596,439,"בתוקף12 מ'  פריקה וטעינה רציפה מותרת  לכלי רכב המוגדרים ברשיונם  ""משא"", ""מסחרי"", ו""אחוד"" בלבד  בימים א'עד ה'  מ 07:00 עד 17:00  בימי ו' וערבי חג  מ 08:00 עד 13:00   ביתר הימים והשעות:  החניה במקום החניה הראשון  הצמוד לתמרור זה  מיועד לרכב הנושא  תג נכה בלבד",קיים,ועדות,חנית נכה בפריקה וטעינה,07/10/2021,26/01/2022,22/12/2022 0:51
#206,3120024,439,"בתוקף 12 מ'  פריקה וטעינה רציפה מותרת  לכלי רכב המוגדרים ברשיונם  ""משא"", ""מסחרי"", ו""אחוד"" בלבד  בימים א' - ה' מ 08:00 עד 17:00  ו' וערבי חג מ 08:00 עד 13:00    ביתר הימים והשעות החניה   מותרת לכל סוגי הרכב   רכב אחר יגרר",קיים,ועדות,פריקה וטעינה,20/10/2021,20/10/2021,22/12/2022 0:51
#207,3120390,439,"מותרת פריקה וטעינה רציפה  23 מטר  לכלי רכב המוגדרים ברישיונם ""משא"" ""מסחרי"" ו""אחוד"" בלבד בימים א'- ו' מ 09:00 עד 15:00 רכב חונה בניגוד לחוק יגרר בשאר הימים והשעות החניה מותרת לכל סוגי הרכב",קיים,ועדות,פריקה וטעינה,01/12/2022,01/12/2022,22/12/2022 0:51
#208,3120820,439,"בתוקף 12 מ'  פריקה וטעינה רציפה מותרת  לכלי רכב המוגדרים ברשיונם  ""משא"", ""מסחרי"", ו""אחוד"" בלבד  בימים א' - ה'  מ 09:00  עד 15:00  בימי ו' וערבי חג  מ 09:00 עד 13:00   ביתר הימים והשעות:  החניה במקום החניה הראשון  הצמוד לתמרור זה  מיועד לרכב הנושא  תג נכה בלבד",קיים,ועדות,חנית נכה בפריקה וטעינה,16/11/2021,16/11/2021,22/12/2022 0:51
#209,3120826,439,"בתוקף 12 מ'  פריקה וטעינה רציפה מותרת  לכלי רכב המוגדרים ברשיונם  ""משא"", ""מסחרי"", ו""אחוד"" בלבד  בימים א' - ה'  מ 09:00  עד 12:00  בימי ו' וערבי חג  מ 09:00 עד 12:00   ביתר הימים והשעות:  החניה במקום החניה הראשון  הצמוד לתמרור זה  מיועד לרכב הנושא  תג נכה בלבד",קיים,ועדות,חנית נכה בפריקה וטעינה,16/11/2021,16/11/2021,22/12/2022 0:51
#210,3120912,439,"בתוקף 24 מ'   פריקה וטעינה רציפה מותרת  לכלי רכב המוגדרים ברשיונם  ""משא"", ""מסחרי"", ו""אחוד"" בלבד  בימים א' - ה'  מ 08:30 עד 13:30  בימי ו' וערבי חג  מ 08:30 עד 12:00   ביתר הימים והשעות:  החניה בשני מקומות החניה  הראשונים מהצמודים לתמרור זה  מיועד לרכב הנושא  תג נכה בלבד",קיים,ועדות,חנית נכה בפריקה וטעינה,22/11/2021,22/11/2021,22/12/2022 0:51
#211,3121034,439,"בתוקף 12 מ'   פריקה וטעינה רציפה מותרת   לכלי רכב המוגדרים ברישיונם   ""משא"" ""מסחרי"" ו""אחוד""   בימי א' עד ה'   מ 07:00 עד 12:00  ו' וערבי חג   מ 07:00 עד 12:00    ביתר הימים והשעות:   החניה במקום החניה הראשון   הצמוד לתמרור זה   מיועד לרכב הנושא   תג נכה בלבד",קיים,ועדות,חנית נכה בפריקה וטעינה,25/11/2021,25/11/2021,22/12/2022 0:51
#212,3121038,439,"בתוקף 12 מ'   פריקה וטעינה רציפה מותרת   לכלי רכב המוגדרים ברישיונם   ""משא"" ""מסחרי"" ו""אחוד""   בימי א' עד ה'   מ 07:00 עד 13:00       ביתר הימים והשעות:   החניה במקום החניה הראשון   הצמוד לתמרור זה   מיועד לרכב הנושא   תג נכה בלבד",קיים,ועדות,חנית נכה בפריקה וטעינה,25/11/2021,12/05/2022,22/12/2022 0:51
#213,3121693,439,9  מטר בתוקף   בימים א'-ה' מ-08:00 עד 15:00 פריקה וטעינה מותרת,קיים,ועדות,פריקה וטעינה,19/12/2021,19/12/2021,22/12/2022 0:51
#214,3121893,439,"בתוקף 12 מ'   פריקה וטעינה רציפה מותרת   לכלי רכב המוגדרים ברישיונם   ""משא"" ""מסחרי"" ו""אחוד""   בימי א' עד ה'   מ 09:00 עד 15:00   ו' וערבי חג   מ 09:00 עד 13:00     ביתר הימים והשעות:   החניה במקום החניה הראשון   הצמוד לתמרור זה   מיועד לרכב הנושא   תג נכה בלבד",קיים,ועדות,חנית נכה בפריקה וטעינה,28/12/2021,28/12/2021,22/12/2022 0:51
#215,3121902,439,"בתוקף 18 מ'   פריקה וטעינה רציפה מותרת   לכלי רכב המוגדרים ברישיונם   ""משא"" ""מסחרי"" ו""אחוד""   בימי א' עד ה'   מ 08:00 עד 16:00   בימי ו' וערבי חג   מ 08:00 עד 15:00     ביתר הימים והשעות:   החניה בשני מקומות החניה   הראשונים הצמודים לתמרור זה   מיועד לרכב הנושא   תג נכה בלבד",קיים,ועדות,חנית נכה בפריקה וטעינה,29/12/2021,29/12/2021,22/12/2022 0:51
#216,3121907,439,"בתוקף 12 מ'   פריקה וטעינה רציפה מותרת   לכלי רכב המוגדרים ברישיונם   ""משא"" ""מסחרי"" ו""אחוד""   בימי א' עד ו'   מ 08:00 עד 14:00       ביתר הימים והשעות:   החניה במקום החניה הראשון   הצמוד לתמרור זה   מיועד לרכב הנושא   תג נכה בלבד",קיים,ועדות,חנית נכה בפריקה וטעינה,29/12/2021,29/12/2021,22/12/2022 0:51
#217,3121908,439,"בתוקף 13 מ'   פריקה וטעינה רציפה מותרת   לכלי רכב המוגדרים ברישיונם   ""משא"" ""מסחרי"" ו""אחוד""   בימי א' עד ה'   מ 08:00 עד 15:00   בימי ו' וערבי חג   מ 08:00 עד 13:00     ביתר הימים והשעות:   החניה במקום החניה הראשון   הצמוד לתמרור זה   מיועד לרכב הנושא   תג נכה בלבד",קיים,ועדות,חנית נכה בפריקה וטעינה,29/12/2021,29/12/2021,22/12/2022 0:51
#218,3121934,439,"בתוקף 12 מ'   פריקה וטעינה רציפה מותרת   לכלי רכב המוגדרים ברישיונם   ""משא"" ""מסחרי"" ו""אחוד""   בימי א' עד ה'   מ 08:00 עד 15:00   בימי ו' וערבי חג   מ 08:00 עד 12:00    ביתר הימים והשעות:   החניה במקום החניה הראשון   הצמוד לתמרור זה   מיועד לרכב הנושא   תג נכה בלבד",קיים,ועדות,חנית נכה בפריקה וטעינה,30/12/2021,30/12/2021,22/12/2022 0:51
#219,3121936,439,"בתוקף 14 מ'   פריקה וטעינה רציפה מותרת   לכלי רכב המוגדרים ברישיונם   ""משא"" ""מסחרי"" ו""אחוד""   בימי א' עד ה'   מ 08:00 עד 17:00   בימי ו' וערבי חג   מ 08:00 עד 12:00     ביתר הימים והשעות:   החניה במקום החניה הראשון   הצמוד לתמרור זה   מיועד לרכב הנושא   תג נכה בלבד",קיים,ועדות,חנית נכה בפריקה וטעינה,30/12/2021,30/12/2021,22/12/2022 0:51
#220,3121938,439,"בתוקף 12 מ'   פריקה וטעינה רציפה מותרת   לכלי רכב המוגדרים ברישיונם   ""משא"" ""מסחרי"" ו""אחוד""   בימי א' עד ה'   מ 08:00 עד 17:00    ביתר הימים והשעות:   החניה במקום החניה הראשון   הצמוד לתמרור זה   מיועד לרכב הנושא   תג נכה בלבד",קיים,ועדות,חנית נכה בפריקה וטעינה,30/12/2021,30/12/2021,22/12/2022 0:51
#221,1007440,439,"פרט לפריקה וטעינה לכלי רכב המוגדרים ברישיונם ""משא"",  ""מסחרי"" ו""אחוד"" בלבד. החניה מותרת לכל כלי רכב ו' וערבי חג מ- 13:00  עד 24:00 במוצ""ש ומוצאי חג",קיים,סקר יזום,פריקה וטעינה,25/12/2017,26/12/2017,22/12/2022 0:51
#222,1007963,439,בתוקף בימי א'-ה' משעה 07:00 עד 17:00 12 מטר פריקה וטעינה מותרת,קיים,סקר יזום,פריקה וטעינה,08/01/2018,09/01/2018,22/12/2022 0:51
#223,1008791,439,3 מטר כניסה למעלית,קיים,סקר יזום,פריקה וטעינה,08/01/2018,09/01/2018,22/12/2022 0:51
#224,1009673,439,"12 מטר מותרת פריקה וטעינה רציפה לכלי רכב המוגדרים ברישיונם ""משא"" ""מסחרי"" ו""אחוד"" בלבד בימים א'-ה' מ 08:00 עד 10:00 מ15:00 עד 17:00 יום ו' מ08:00 עד 10:00 מותרת החניה לכל סוגי הרכב  ביתר שעות היממה בשבת  וערבי חג",קיים,סקר יזום,פריקה וטעינה,08/02/2018,06/03/2018,22/12/2022 0:51
#225,1013034,439,"בתוקף 18 מטר מותרת פריקה וטעינה רציפה לכל רכב עד 4 טון המוגדרים ברשיונים ""משא"", ""מסחרי"", ""אחוד"" בלבד בימים א' עד ה' משעה 08:00 עד 16:00 בימי ו' משעה 08:00 עד 13:00 ביתר השעות והימים מותרת החניה לכל סוגי הרכב",קיים,סקר יזום,פריקה וטעינה,22/03/2018,25/03/2018,22/12/2022 0:51
#226,1024899,439,בתוקף 21 מטר בימים א' עד ה' משעה 08:00 עד 13:00 פריקה וטעינה מותרת,קיים,סקר יזום,פריקה וטעינה,20/06/2018,20/06/2018,22/12/2022 0:51
#227,1025605,439,"מותרת פריקה וטעינה רציפה 12 מטר לכלי רכב המוגדרים ברישיונם ""משא"", ""מסחרי"" ו-""אחוד"" בלבד בימים א' עד ה' משעה 08:00 עד 15:00 ביום ו' משעה 08:00 עד 13:00 ביתר השעות והימים  אסורה החניה",קיים,סקר יזום,פריקה וטעינה,20/06/2018,20/06/2018,22/12/2022 0:51
#228,1032656,439,12 מטר  בתוקף בימים א-ה מ-07:00 עד 17:00 פריקה וטעינה מותרת,קיים,סקר יזום,פריקה וטעינה,01/07/2018,02/07/2018,22/12/2022 0:51
#229,1035913,439,"בתוקף 12 מטר  מותרת פריקה וטעינה  רציפה לכלי רכב  המוגדרים ברשיונם ""משא"", ""מסחרי""  ו""אחוד"" בלבד בימי א'-ה' מ-09:00 עד 15:00 ו' וערבי חג מ-09:00 עד 13:00 רכב החונה  בניגוד לחוק יגרר ביתר הימים והשעות מותרת החניה  לכל סוגי הרכב ",קיים,סקר יזום,פריקה וטעינה,23/07/2018,29/07/2018,22/12/2022 0:51
#230,1036031,439,12 מטר  בתוקף א' - ה' משעה 07:00 עד 16:00 פריקה וטעינה מותרת,קיים,סקר יזום,פריקה וטעינה,23/07/2018,29/07/2018,22/12/2022 0:51
#231,1036262,439,"מותרת פריקה וטעינה  רציפה  לכלי רכב המוגדרים ברשיונם ""משא"", ""מסחרי"" ו""אחוד""  בלבד בימים א' עד ה' משעה 09:00 עד 15:00 רכב חונה בניגוד לחוק יגרר ביתר השעות והשעות מותרת החניה לכל סוגי הרכב ",קיים,סקר יזום,פריקה וטעינה,23/07/2018,29/07/2018,22/12/2022 0:51
#232,1036570,439,בתוקף בימים א' עד ה' משעה 08:00 עד 17:00 פריקה וטעינה מותרת,קיים,סקר יזום,פריקה וטעינה,23/07/2018,29/07/2018,22/12/2022 0:51
#233,1036807,439,"בתוקף 12 מטר  מותרת פריקה וטעינה רציפה לכלי רכב המוגדרים ברשיונם ""משא"", ""מסחרי"", ו-""אחוד"" בלבד בימי א'-ה' משעה 08:00 עד 13:00 רכב חונה בניגוד לחוק יגרר ביתר הימים והשעות מותרת החניה לכל סוגי הרכב  ",קיים,סקר יזום,פריקה וטעינה,23/07/2018,29/07/2018,22/12/2022 0:51
#234,1036879,439,פריקה וטעינה מותרת,קיים,סקר יזום,פריקה וטעינה,23/07/2018,29/07/2018,22/12/2022 0:51
#235,1037031,439,פרט לפריקה וטעינה,קיים,סקר יזום,פריקה וטעינה,23/07/2018,29/07/2018,22/12/2022 0:51
#236,1037128,439,"מותרת פריקה וטעינה רציפה 60 מטר לכלי רכב המוגדרים ברישיונם ""משא"" ""מסחרי"" ו""אחוד"" בלבד בימים א עד ו מ 8:00 עד 12:00",קיים,סקר יזום,פריקה וטעינה,23/07/2018,29/07/2018,22/12/2022 0:51
#237,1037395,439,"מותרת פריקה וטעינה רציפה לכלי רכב המוגדרים ברישיונם ""משא"" ""מסחרי"" ו""אחוד"" בלבד בימים א'-ה' יגרר רכב חונה בניגוד לחוק   ",קיים,סקר יזום,פריקה וטעינה,23/07/2018,29/07/2018,22/12/2022 0:51
